31321667,https://www.yapo.cl/autos-usados/mercedes-benz-c200/31321667,Mercedes Benz C200,Publicado 13/01/2026,2026-01-13,Mercedes Benz,C200,,$8.990.000 (Rebajado 5%),8990000,2009,118'000,118000,Bencina
31765954,https://www.yapo.cl/autos-usados/chevrolet-captiva-2023/31765954,CHEVROLET CAPTIVA 2023,Publicado 11/01/2026,2026-01-11,Chevrolet,Captiva,,$13.990.000,13990000,2023,28'326,28326,Bencina
31683017,https://www.yapo.cl/autos-usados/nissan-navara-2023/31683017,NISSAN NAVARA 2023,Publicado 11/01/2026,2026-01-11,Nissan,Navara,,$18.100.000,18100000,2023,84'573,84573,Diesel
29482062,https://www.yapo.cl/autos-usados/dfsk-d1-luxury-4x4/29482062,DFSK D1 LUXURY 4X4,Publicado 07/01/2026,2026-01-07,DFSK,D1 LUXURY 4X4,,$21.884.100,21884100,2025,30,30,Diesel
31762652,https://www.yapo.cl/autos-usados/mg-zx-2023-mg-zx-1-5-cvt-dlx/31762652,MG Zx 2023 Mg Zx 1.5 Cvt Dlx,Publicado 11/01/2026,2026-01-11,,ZX,,$11.690.000,11690000,2023,33'250,33250,Bencina
30953560,https://www.yapo.cl/autos-usados/chevrolet-tracker-2024/30953560,CHEVROLET TRACKER 2024,Publicado 11/01/2026,2026-01-11,Chevrolet,Tracker,,$11.490.000 (Rebajado 8%),11490000,2024,49'277,49277,Bencina
31543934,https://www.yapo.cl/autos-usados/chevrolet-tracker-2024/31543934,CHEVROLET TRACKER 2024,Publicado 11/01/2026,2026-01-11,Chevrolet,Tracker,,$11.990.000 (Rebajado 4%),11990000,2024,48'400,48400,Bencina
31561186,https://www.yapo.cl/autos-usados/chevrolet-tracker-2024/31561186,CHEVROLET TRACKER 2024,Publicado 11/01/2026,2026-01-11,Chevrolet,Tracker,,$11.990.000 (Rebajado 4%),11990000,2024,49'260,49260,Bencina
31594446,https://www.yapo.cl/autos-usados/hyundai-porter-2023/31594446,HYUNDAI PORTER 2023,Publicado 11/01/2026,2026-01-11,Hyundai,Porter,,$17.600.000 (Rebajado 5%),17600000,2023,61'000,61000,Diesel
31761150,https://www.yapo.cl/autos-usados/peugeot-expert-2-0-hdi-premuim-2018/31761150,PEUGEOT EXPERT 2.0 HDI PREMUIM 2018,Publicado 06/01/2026,2026-01-06,Peugeot,Expert,,$12.990.000,12990000,2018,170'000,170000,Diesel
31561188,https://www.yapo.cl/autos-usados/chevrolet-tracker-2024/31561188,CHEVROLET TRACKER 2024,Publicado 11/01/2026,2026-01-11,Chevrolet,Tracker,,$11.990.000 (Rebajado 4%),11990000,2024,55'448,55448,Bencina
31702779,https://www.yapo.cl/autos-usados/nissan-kicks-2023/31702779,NISSAN KICKS 2023,Publicado 11/01/2026,2026-01-11,Nissan,Kicks,,$15.990.000,15990000,2023,9'237,9237,Bencina
30935790,https://www.yapo.cl/autos-usados/peugeot-landtrek-2023/30935790,PEUGEOT LANDTREK 2023,Publicado 11/01/2026,2026-01-11,Peugeot,Landtrek,,$13.600.000 (Rebajado 12%),13600000,2023,103'356,103356,Diesel
31767795,https://www.yapo.cl/autos-usados/hyundai-porter-2021/31767795,HYUNDAI PORTER 2021,Publicado 11/01/2026,2026-01-11,Hyundai,Porter,,$13.400.000,13400000,2021,144'000,144000,Diesel
31731779,https://www.yapo.cl/autos-usados/citroen-c5-aircross-2020/31731779,CITROEN C5 AIRCROSS 2020,Publicado 09/01/2026,2026-01-09,Citroen,C5 Aircross,,$12.980.000,12980000,2020,80'700,80700,Bencina
31744200,https://www.yapo.cl/autos-usados/citroen-c3-2018-c3-aircross-bluehdi-1-6/31744200,Citroen C3 2018 C3 Aircross Bluehdi 1.6,Publicado 11/01/2026,2026-01-11,Citroen,C3,,$10.490.000,10490000,2018,80'125,80125,Diesel
